Version	InBound	Input 1	I1#	Input 2	I2#	Input 3	I3#	Input 4	I4#	Input 5	I5#	Ouptut 1	O1#	Ouptut 2	O2#	Ouptut 3	O3#	Ouptut 4	O4#			Value (Coins)	I1V	I2V	I3V	I4V	Nugget to Coins	16								Troves	Stacks	Bars	Coins		Troves	Stacks	Bars	Coins	Total Coins	Blocks 1 	Blocks 2	Blocks 3	Blocks 4	Ingots	Nuggets	Checksum	Waste	
1.3.2	FALSE							Copper Nugget	1	Copper Nugget	1							Coins (Copper)	16			16	0	0	0	1	Coins (Copper)	1		IF(_xlfn.FLOOR.MATH(#REF!/64/64/64)<>0,_xlfn.FLOOR.MATH(#REF!/64/64/64),"")	IF(MOD(_xlfn.FLOOR.MATH(#REF!/64/64), 64)<>0,MOD(_xlfn.FLOOR.MATH(#REF!/64/64), 64),"")	IF(MOD(_xlfn.FLOOR.MATH(#REF!/64), 64)<>0,MOD(_xlfn.FLOOR.MATH(#REF!/64), 64),"")	IF(MOD(#REF!, 64)<>0,MOD(#REF!, 64),"")	0	0	0	0	0	0	0	0	0	
1.3.2	FALSE					Copper Ingot	1			Copper Nugget	1					Bars (Copper)	2	Coins (Copper)	16			144	0	0	9	0	Bars (Copper)	64		IF(_xlfn.FLOOR.MATH(#REF!/64/64/64)<>0,_xlfn.FLOOR.MATH(#REF!/64/64/64),"")	IF(MOD(_xlfn.FLOOR.MATH(#REF!/64/64), 64)<>0,MOD(_xlfn.FLOOR.MATH(#REF!/64/64), 64),"")	IF(MOD(_xlfn.FLOOR.MATH(#REF!/64), 64)<>0,MOD(_xlfn.FLOOR.MATH(#REF!/64), 64),"")	IF(MOD(#REF!, 64)<>0,MOD(#REF!, 64),"")	0	0	0	0	0	0	0	0	0	
1.3.2	FALSE			Block of Copper	1					Copper Nugget	1					Bars (Copper)	20	Coins (Copper)	16			1296	0	81	0	0	Stacks (Copper)	4096		IF(_xlfn.FLOOR.MATH(#REF!/64/64/64)<>0,_xlfn.FLOOR.MATH(#REF!/64/64/64),"")	IF(MOD(_xlfn.FLOOR.MATH(#REF!/64/64), 64)<>0,MOD(_xlfn.FLOOR.MATH(#REF!/64/64), 64),"")	IF(MOD(_xlfn.FLOOR.MATH(#REF!/64), 64)<>0,MOD(_xlfn.FLOOR.MATH(#REF!/64), 64),"")	IF(MOD(#REF!, 64)<>0,MOD(#REF!, 64),"")	0	0	0	0	0	0	0	0	0	
1.3.2	FALSE			Block of Copper	2					Copper Nugget	1					Bars (Copper)	40	Coins (Copper)	32			2592	0	162	0	0	Trove (Copper)	262144		IF(_xlfn.FLOOR.MATH(#REF!/64/64/64)<>0,_xlfn.FLOOR.MATH(#REF!/64/64/64),"")	IF(MOD(_xlfn.FLOOR.MATH(#REF!/64/64), 64)<>0,MOD(_xlfn.FLOOR.MATH(#REF!/64/64), 64),"")	IF(MOD(_xlfn.FLOOR.MATH(#REF!/64), 64)<>0,MOD(_xlfn.FLOOR.MATH(#REF!/64), 64),"")	IF(MOD(#REF!, 64)<>0,MOD(#REF!, 64),"")	0	0	0	0	0	0	0	0	0	
1.3.2	FALSE			Block of Copper	4					Copper Nugget	1			Stacks (Copper)	1	Bars (Copper)	17					5184	0	324	0	0	Copper Nugget	1		IF(_xlfn.FLOOR.MATH(#REF!/64/64/64)<>0,_xlfn.FLOOR.MATH(#REF!/64/64/64),"")	IF(MOD(_xlfn.FLOOR.MATH(#REF!/64/64), 64)<>0,MOD(_xlfn.FLOOR.MATH(#REF!/64/64), 64),"")	IF(MOD(_xlfn.FLOOR.MATH(#REF!/64), 64)<>0,MOD(_xlfn.FLOOR.MATH(#REF!/64), 64),"")	IF(MOD(#REF!, 64)<>0,MOD(#REF!, 64),"")	0	0	0	0	0	0	0	0	0	
1.3.2	FALSE			Block of Copper	8					Copper Nugget	1			Stacks (Copper)	2	Bars (Copper)	34					10368	0	648	0	0	Copper Ingot	9		IF(_xlfn.FLOOR.MATH(#REF!/64/64/64)<>0,_xlfn.FLOOR.MATH(#REF!/64/64/64),"")	IF(MOD(_xlfn.FLOOR.MATH(#REF!/64/64), 64)<>0,MOD(_xlfn.FLOOR.MATH(#REF!/64/64), 64),"")	IF(MOD(_xlfn.FLOOR.MATH(#REF!/64), 64)<>0,MOD(_xlfn.FLOOR.MATH(#REF!/64), 64),"")	IF(MOD(#REF!, 64)<>0,MOD(#REF!, 64),"")	0	0	0	0	0	0	0	0	0	
1.3.2	FALSE			Block of Copper	16					Copper Nugget	1			Stacks (Copper)	5	Bars (Copper)	4					20736	0	1296	0	0	Block of Copper	81		IF(_xlfn.FLOOR.MATH(#REF!/64/64/64)<>0,_xlfn.FLOOR.MATH(#REF!/64/64/64),"")	IF(MOD(_xlfn.FLOOR.MATH(#REF!/64/64), 64)<>0,MOD(_xlfn.FLOOR.MATH(#REF!/64/64), 64),"")	IF(MOD(_xlfn.FLOOR.MATH(#REF!/64), 64)<>0,MOD(_xlfn.FLOOR.MATH(#REF!/64), 64),"")	IF(MOD(#REF!, 64)<>0,MOD(#REF!, 64),"")	0	0	0	0	0	0	0	0	0	
1.3.2	FALSE			Block of Copper	32					Copper Nugget	1			Stacks (Copper)	10	Bars (Copper)	8					41472	0	2592	0	0				IF(_xlfn.FLOOR.MATH(#REF!/64/64/64)<>0,_xlfn.FLOOR.MATH(#REF!/64/64/64),"")	IF(MOD(_xlfn.FLOOR.MATH(#REF!/64/64), 64)<>0,MOD(_xlfn.FLOOR.MATH(#REF!/64/64), 64),"")	IF(MOD(_xlfn.FLOOR.MATH(#REF!/64), 64)<>0,MOD(_xlfn.FLOOR.MATH(#REF!/64), 64),"")	IF(MOD(#REF!, 64)<>0,MOD(#REF!, 64),"")	0	0	0	0	0	0	0	0	0	
1.3.2	FALSE			Block of Copper	64					Copper Nugget	1			Stacks (Copper)	20	Bars (Copper)	16					82944	0	5184	0	0				IF(_xlfn.FLOOR.MATH(#REF!/64/64/64)<>0,_xlfn.FLOOR.MATH(#REF!/64/64/64),"")	IF(MOD(_xlfn.FLOOR.MATH(#REF!/64/64), 64)<>0,MOD(_xlfn.FLOOR.MATH(#REF!/64/64), 64),"")	IF(MOD(_xlfn.FLOOR.MATH(#REF!/64), 64)<>0,MOD(_xlfn.FLOOR.MATH(#REF!/64), 64),"")	IF(MOD(#REF!, 64)<>0,MOD(#REF!, 64),"")	0	0	0	0	0	0	0	0	0	
1.3.2	FALSE	Block of Copper	64	Block of Copper	64					Copper Nugget	1			Stacks (Copper)	40	Bars (Copper)	32					165888	5184	5184	0	0				IF(_xlfn.FLOOR.MATH(#REF!/64/64/64)<>0,_xlfn.FLOOR.MATH(#REF!/64/64/64),"")	IF(MOD(_xlfn.FLOOR.MATH(#REF!/64/64), 64)<>0,MOD(_xlfn.FLOOR.MATH(#REF!/64/64), 64),"")	IF(MOD(_xlfn.FLOOR.MATH(#REF!/64), 64)<>0,MOD(_xlfn.FLOOR.MATH(#REF!/64), 64),"")	IF(MOD(#REF!, 64)<>0,MOD(#REF!, 64),"")	0	0	0	0	0	0	0	0	0	
1.3.2	FALSE	Block of Copper	64	Block of Copper	64	Block of Copper	64			Copper Nugget	1			Stacks (Copper)	60	Bars (Copper)	48					248832	5184	5184	5184	0				IF(_xlfn.FLOOR.MATH(#REF!/64/64/64)<>0,_xlfn.FLOOR.MATH(#REF!/64/64/64),"")	IF(MOD(_xlfn.FLOOR.MATH(#REF!/64/64), 64)<>0,MOD(_xlfn.FLOOR.MATH(#REF!/64/64), 64),"")	IF(MOD(_xlfn.FLOOR.MATH(#REF!/64), 64)<>0,MOD(_xlfn.FLOOR.MATH(#REF!/64), 64),"")	IF(MOD(#REF!, 64)<>0,MOD(#REF!, 64),"")	0	0	0	0	0	0	0	0	0	
1.3.2	FALSE	Block of Copper	64	Block of Copper	64	Block of Copper	64	Block of Copper	64	Copper Nugget	1	Trove (Copper)	1	Stacks (Copper)	17							331776	5184	5184	5184	5184				IF(_xlfn.FLOOR.MATH(#REF!/64/64/64)<>0,_xlfn.FLOOR.MATH(#REF!/64/64/64),"")	IF(MOD(_xlfn.FLOOR.MATH(#REF!/64/64), 64)<>0,MOD(_xlfn.FLOOR.MATH(#REF!/64/64), 64),"")	IF(MOD(_xlfn.FLOOR.MATH(#REF!/64), 64)<>0,MOD(_xlfn.FLOOR.MATH(#REF!/64), 64),"")	IF(MOD(#REF!, 64)<>0,MOD(#REF!, 64),"")	0	0	0	0	0	0	0	0	0	
1.3.2	TRUE							Coins (Copper)	16	Coins (Copper)	16							Copper Nugget	1			16	0	0	0	16				IF(_xlfn.FLOOR.MATH(#REF!/9/9/16)>64,64,"")	IF(IF(MOD(_xlfn.FLOOR.MATH(#REF!/9/9/16),64)=0,IF(_xlfn.FLOOR.MATH(#REF!/9/9/16)>=64, 64,MOD(_xlfn.FLOOR.MATH(#REF!/9/9/16),64)), MOD(_xlfn.FLOOR.MATH(#REF!/9/9/16),64))<>0,IF(MOD(_xlfn.FLOOR.MATH(#REF!/9/9/16),64)=0,IF(_xlfn.FLOOR.MATH(#REF!/9/9/16)>=64, 64,MOD(_xlfn.FLOOR.MATH(#REF!/9/9/16),64)), MOD(_xlfn.FLOOR.MATH(#REF!/9/9/16),64)),"")	IF(MOD(_xlfn.FLOOR.MATH(#REF!/16/9),9)<>0,MOD(_xlfn.FLOOR.MATH(#REF!/16/9),9),"")	IF(MOD(_xlfn.FLOOR.MATH(#REF!/16),9)<>0,MOD(_xlfn.FLOOR.MATH(#REF!/16),9),"")	16	IF(_xlfn.FLOOR.MATH(#REF!/9/9/16)>192,64,0)	IF(_xlfn.FLOOR.MATH(#REF!/9/9/16)>128,64,0)	AN14*16+AM14*9*16+(AL14+AK14+AV14+AU14)*9*9*16	#REF!-BA14	
1.3.2	TRUE					Bars (Copper)	1			Coins (Copper)	16							Copper Nugget	4			64	0	0	64	0				IF(_xlfn.FLOOR.MATH(#REF!/9/9/16)>64,64,"")	IF(IF(MOD(_xlfn.FLOOR.MATH(#REF!/9/9/16),64)=0,IF(_xlfn.FLOOR.MATH(#REF!/9/9/16)>=64, 64,MOD(_xlfn.FLOOR.MATH(#REF!/9/9/16),64)), MOD(_xlfn.FLOOR.MATH(#REF!/9/9/16),64))<>0,IF(MOD(_xlfn.FLOOR.MATH(#REF!/9/9/16),64)=0,IF(_xlfn.FLOOR.MATH(#REF!/9/9/16)>=64, 64,MOD(_xlfn.FLOOR.MATH(#REF!/9/9/16),64)), MOD(_xlfn.FLOOR.MATH(#REF!/9/9/16),64)),"")	IF(MOD(_xlfn.FLOOR.MATH(#REF!/16/9),9)<>0,MOD(_xlfn.FLOOR.MATH(#REF!/16/9),9),"")	IF(MOD(_xlfn.FLOOR.MATH(#REF!/16),9)<>0,MOD(_xlfn.FLOOR.MATH(#REF!/16),9),"")	1	IF(_xlfn.FLOOR.MATH(#REF!/9/9/16)>192,64,0)	IF(_xlfn.FLOOR.MATH(#REF!/9/9/16)>128,64,0)	AN15*16+AM15*9*16+(AL15+AK15+AV15+AU15)*9*9*16	#REF!-BA15	
1.3.2	TRUE					Bars (Copper)	16			Coins (Copper)	16					Copper Ingot	7	Copper Nugget	1			1024	0	0	1024	0				IF(_xlfn.FLOOR.MATH(#REF!/9/9/16)>64,64,"")	IF(IF(MOD(_xlfn.FLOOR.MATH(#REF!/9/9/16),64)=0,IF(_xlfn.FLOOR.MATH(#REF!/9/9/16)>=64, 64,MOD(_xlfn.FLOOR.MATH(#REF!/9/9/16),64)), MOD(_xlfn.FLOOR.MATH(#REF!/9/9/16),64))<>0,IF(MOD(_xlfn.FLOOR.MATH(#REF!/9/9/16),64)=0,IF(_xlfn.FLOOR.MATH(#REF!/9/9/16)>=64, 64,MOD(_xlfn.FLOOR.MATH(#REF!/9/9/16),64)), MOD(_xlfn.FLOOR.MATH(#REF!/9/9/16),64)),"")	IF(MOD(_xlfn.FLOOR.MATH(#REF!/16/9),9)<>0,MOD(_xlfn.FLOOR.MATH(#REF!/16/9),9),"")	IF(MOD(_xlfn.FLOOR.MATH(#REF!/16),9)<>0,MOD(_xlfn.FLOOR.MATH(#REF!/16),9),"")	16	IF(_xlfn.FLOOR.MATH(#REF!/9/9/16)>192,64,0)	IF(_xlfn.FLOOR.MATH(#REF!/9/9/16)>128,64,0)	AN16*16+AM16*9*16+(AL16+AK16+AV16+AU16)*9*9*16	#REF!-BA16	
1.3.2	TRUE			Stacks (Copper)	1					Coins (Copper)	16			Block of Copper	3	Copper Ingot	1	Copper Nugget	4			4096	0	4096	0	0				IF(_xlfn.FLOOR.MATH(#REF!/9/9/16)>64,64,"")	IF(IF(MOD(_xlfn.FLOOR.MATH(#REF!/9/9/16),64)=0,IF(_xlfn.FLOOR.MATH(#REF!/9/9/16)>=64, 64,MOD(_xlfn.FLOOR.MATH(#REF!/9/9/16),64)), MOD(_xlfn.FLOOR.MATH(#REF!/9/9/16),64))<>0,IF(MOD(_xlfn.FLOOR.MATH(#REF!/9/9/16),64)=0,IF(_xlfn.FLOOR.MATH(#REF!/9/9/16)>=64, 64,MOD(_xlfn.FLOOR.MATH(#REF!/9/9/16),64)), MOD(_xlfn.FLOOR.MATH(#REF!/9/9/16),64)),"")	IF(MOD(_xlfn.FLOOR.MATH(#REF!/16/9),9)<>0,MOD(_xlfn.FLOOR.MATH(#REF!/16/9),9),"")	IF(MOD(_xlfn.FLOOR.MATH(#REF!/16),9)<>0,MOD(_xlfn.FLOOR.MATH(#REF!/16),9),"")	1	IF(_xlfn.FLOOR.MATH(#REF!/9/9/16)>192,64,0)	IF(_xlfn.FLOOR.MATH(#REF!/9/9/16)>128,64,0)	AN17*16+AM17*9*16+(AL17+AK17+AV17+AU17)*9*9*16	#REF!-BA17	
1.3.2	TRUE			Stacks (Copper)	16					Coins (Copper)	16			Block of Copper	50	Copper Ingot	5	Copper Nugget	1			65536	0	65536	0	0				IF(_xlfn.FLOOR.MATH(#REF!/9/9/16)>64,64,"")	IF(IF(MOD(_xlfn.FLOOR.MATH(#REF!/9/9/16),64)=0,IF(_xlfn.FLOOR.MATH(#REF!/9/9/16)>=64, 64,MOD(_xlfn.FLOOR.MATH(#REF!/9/9/16),64)), MOD(_xlfn.FLOOR.MATH(#REF!/9/9/16),64))<>0,IF(MOD(_xlfn.FLOOR.MATH(#REF!/9/9/16),64)=0,IF(_xlfn.FLOOR.MATH(#REF!/9/9/16)>=64, 64,MOD(_xlfn.FLOOR.MATH(#REF!/9/9/16),64)), MOD(_xlfn.FLOOR.MATH(#REF!/9/9/16),64)),"")	IF(MOD(_xlfn.FLOOR.MATH(#REF!/16/9),9)<>0,MOD(_xlfn.FLOOR.MATH(#REF!/16/9),9),"")	IF(MOD(_xlfn.FLOOR.MATH(#REF!/16),9)<>0,MOD(_xlfn.FLOOR.MATH(#REF!/16),9),"")	16	IF(_xlfn.FLOOR.MATH(#REF!/9/9/16)>192,64,0)	IF(_xlfn.FLOOR.MATH(#REF!/9/9/16)>128,64,0)	AN18*16+AM18*9*16+(AL18+AK18+AV18+AU18)*9*9*16	#REF!-BA18	
1.3.2	TRUE			Stacks (Copper)	32					Coins (Copper)	16	Block of Copper	64	Block of Copper	37	Copper Ingot	1	Copper Nugget	2			131072	0	131072	0	0				IF(_xlfn.FLOOR.MATH(#REF!/9/9/16)>64,64,"")	IF(IF(MOD(_xlfn.FLOOR.MATH(#REF!/9/9/16),64)=0,IF(_xlfn.FLOOR.MATH(#REF!/9/9/16)>=64, 64,MOD(_xlfn.FLOOR.MATH(#REF!/9/9/16),64)), MOD(_xlfn.FLOOR.MATH(#REF!/9/9/16),64))<>0,IF(MOD(_xlfn.FLOOR.MATH(#REF!/9/9/16),64)=0,IF(_xlfn.FLOOR.MATH(#REF!/9/9/16)>=64, 64,MOD(_xlfn.FLOOR.MATH(#REF!/9/9/16),64)), MOD(_xlfn.FLOOR.MATH(#REF!/9/9/16),64)),"")	IF(MOD(_xlfn.FLOOR.MATH(#REF!/16/9),9)<>0,MOD(_xlfn.FLOOR.MATH(#REF!/16/9),9),"")	IF(MOD(_xlfn.FLOOR.MATH(#REF!/16),9)<>0,MOD(_xlfn.FLOOR.MATH(#REF!/16),9),"")	32	IF(_xlfn.FLOOR.MATH(#REF!/9/9/16)>192,64,0)	IF(_xlfn.FLOOR.MATH(#REF!/9/9/16)>128,64,0)	AN19*16+AM19*9*16+(AL19+AK19+AV19+AU19)*9*9*16	#REF!-BA19	
1.3.2	TRUE	Trove (Copper)	1	Stacks (Copper)	17					Coins (Copper)	16	Block of Copper	64	Block of Copper	64							331776	262144	69632	0	0				IF(_xlfn.FLOOR.MATH(#REF!/9/9/16)>64,64,"")	IF(IF(MOD(_xlfn.FLOOR.MATH(#REF!/9/9/16),64)=0,IF(_xlfn.FLOOR.MATH(#REF!/9/9/16)>=64, 64,MOD(_xlfn.FLOOR.MATH(#REF!/9/9/16),64)), MOD(_xlfn.FLOOR.MATH(#REF!/9/9/16),64))<>0,IF(MOD(_xlfn.FLOOR.MATH(#REF!/9/9/16),64)=0,IF(_xlfn.FLOOR.MATH(#REF!/9/9/16)>=64, 64,MOD(_xlfn.FLOOR.MATH(#REF!/9/9/16),64)), MOD(_xlfn.FLOOR.MATH(#REF!/9/9/16),64)),"")	IF(MOD(_xlfn.FLOOR.MATH(#REF!/16/9),9)<>0,MOD(_xlfn.FLOOR.MATH(#REF!/16/9),9),"")	IF(MOD(_xlfn.FLOOR.MATH(#REF!/16),9)<>0,MOD(_xlfn.FLOOR.MATH(#REF!/16),9),"")	1	17	IF(_xlfn.FLOOR.MATH(#REF!/9/9/16)>192,64,0)	IF(_xlfn.FLOOR.MATH(#REF!/9/9/16)>128,64,0)	AN20*16+AM20*9*16+(AL20+AK20+AV20+AU20)*9*9*16	#REF!-BA20	
1.3.2	TRUE			Stacks (Copper)	60	Bars (Copper)	48			Coins (Copper)	16	Block of Copper	64	Block of Copper	64							248832	0	245760	3072	0				IF(_xlfn.FLOOR.MATH(#REF!/9/9/16)>64,64,"")	IF(IF(MOD(_xlfn.FLOOR.MATH(#REF!/9/9/16),64)=0,IF(_xlfn.FLOOR.MATH(#REF!/9/9/16)>=64, 64,MOD(_xlfn.FLOOR.MATH(#REF!/9/9/16),64)), MOD(_xlfn.FLOOR.MATH(#REF!/9/9/16),64))<>0,IF(MOD(_xlfn.FLOOR.MATH(#REF!/9/9/16),64)=0,IF(_xlfn.FLOOR.MATH(#REF!/9/9/16)>=64, 64,MOD(_xlfn.FLOOR.MATH(#REF!/9/9/16),64)), MOD(_xlfn.FLOOR.MATH(#REF!/9/9/16),64)),"")	IF(MOD(_xlfn.FLOOR.MATH(#REF!/16/9),9)<>0,MOD(_xlfn.FLOOR.MATH(#REF!/16/9),9),"")	IF(MOD(_xlfn.FLOOR.MATH(#REF!/16),9)<>0,MOD(_xlfn.FLOOR.MATH(#REF!/16),9),"")	60	48	IF(_xlfn.FLOOR.MATH(#REF!/9/9/16)>192,64,0)	IF(_xlfn.FLOOR.MATH(#REF!/9/9/16)>128,64,0)	AN21*16+AM21*9*16+(AL21+AK21+AV21+AU21)*9*9*16	#REF!-BA21	
1.3.2	TRUE			Stacks (Copper)	20	Bars (Copper)	16			Coins (Copper)	16			Block of Copper	64							82944	0	81920	1024	0				IF(_xlfn.FLOOR.MATH(#REF!/9/9/16)>64,64,"")	IF(IF(MOD(_xlfn.FLOOR.MATH(#REF!/9/9/16),64)=0,IF(_xlfn.FLOOR.MATH(#REF!/9/9/16)>=64, 64,MOD(_xlfn.FLOOR.MATH(#REF!/9/9/16),64)), MOD(_xlfn.FLOOR.MATH(#REF!/9/9/16),64))<>0,IF(MOD(_xlfn.FLOOR.MATH(#REF!/9/9/16),64)=0,IF(_xlfn.FLOOR.MATH(#REF!/9/9/16)>=64, 64,MOD(_xlfn.FLOOR.MATH(#REF!/9/9/16),64)), MOD(_xlfn.FLOOR.MATH(#REF!/9/9/16),64)),"")	IF(MOD(_xlfn.FLOOR.MATH(#REF!/16/9),9)<>0,MOD(_xlfn.FLOOR.MATH(#REF!/16/9),9),"")	IF(MOD(_xlfn.FLOOR.MATH(#REF!/16),9)<>0,MOD(_xlfn.FLOOR.MATH(#REF!/16),9),"")	20	16	IF(_xlfn.FLOOR.MATH(#REF!/9/9/16)>192,64,0)	IF(_xlfn.FLOOR.MATH(#REF!/9/9/16)>128,64,0)	AN22*16+AM22*9*16+(AL22+AK22+AV22+AU22)*9*9*16	#REF!-BA22	
1.3.2	TRUE			Stacks (Copper)	40	Bars (Copper)	32			Coins (Copper)	16	Block of Copper	64	Block of Copper	64							165888	0	163840	2048	0				IF(_xlfn.FLOOR.MATH(#REF!/9/9/16)>64,64,"")	IF(IF(MOD(_xlfn.FLOOR.MATH(#REF!/9/9/16),64)=0,IF(_xlfn.FLOOR.MATH(#REF!/9/9/16)>=64, 64,MOD(_xlfn.FLOOR.MATH(#REF!/9/9/16),64)), MOD(_xlfn.FLOOR.MATH(#REF!/9/9/16),64))<>0,IF(MOD(_xlfn.FLOOR.MATH(#REF!/9/9/16),64)=0,IF(_xlfn.FLOOR.MATH(#REF!/9/9/16)>=64, 64,MOD(_xlfn.FLOOR.MATH(#REF!/9/9/16),64)), MOD(_xlfn.FLOOR.MATH(#REF!/9/9/16),64)),"")	IF(MOD(_xlfn.FLOOR.MATH(#REF!/16/9),9)<>0,MOD(_xlfn.FLOOR.MATH(#REF!/16/9),9),"")	IF(MOD(_xlfn.FLOOR.MATH(#REF!/16),9)<>0,MOD(_xlfn.FLOOR.MATH(#REF!/16),9),"")	40	32	IF(_xlfn.FLOOR.MATH(#REF!/9/9/16)>192,64,0)	IF(_xlfn.FLOOR.MATH(#REF!/9/9/16)>128,64,0)	AN23*16+AM23*9*16+(AL23+AK23+AV23+AU23)*9*9*16	#REF!-BA23	
